l,h
142,55
92,38
103,38
140,55
140,55
140,55
140,55
157,55
157,55
138,38
165,38
165,38
112.1,34
110.7,34
155.7,55
157.5,55
110,24
110,24
90,34
140,76
370,76
370,76
371,55
140,38
112,38
140,34
140,38
110,38
110,38
163,34
129,34
140,38
140,38
109,38
79,38
156,55
207,55
155,55
141,76
100,34
100,38
155,30
155,38
145,76
145,76
220,55
219,55
140,55
140,55
100,38
100,24
155,55
155,55
140,22
140,22
140,22
155,55
140,55
140,55
140,55
140,55
190,55
160,55
155,55
155,55
156,55
156,55
131,38
126,38
51,20
50,38
55,38
50.2,55
80,55
170,55
161,55
161,55
145,55
145,55
172,55
210,55
180,76
180,76
215,76
215,76
120,32
114,32
90,38
90,38
202,32
202,32
90,55
90,55
83,32
69,32
114,55
115,55
125,55
125,55
135,55
125,55
40,30
88,36
100,36
100,36
60,55
120,55
120,55
106,24
110,24
120,32
120,32
178,32
178,32
178,32
178,32
178,32
178,32
80,55
80,55
60,55
90,32
127,32
220,55
220,55
170,55
120,55
120,55
120,55
110,55
170,55
170,55
42,38
94,30
104,30
115,55
115,55
50,30
100,38
128,38
124,38
124,38
135,30
103,30
105,55
120,55
60,30
110,55
110,55
170,55
170,55
170,55
170,55
80,55
140,30
140,30
170,55
170,55
80,55
146,30
110,30
63,30
75,30
131,38
131,38
115,55
115,55
72,30
80,55
80,55
62,30
80,30
98,30
98,30
120,55
120,55
158,34
154,38
75,34
100,34
100,34
60,34
140,76
141,55
155,55
155,55
101,34
102,34
86,26
130,34
121,34
94,30
84,34
80,34
95,34
30,55
60,34
207,55
207,55
245,76
245,76
183,76
181,76
171,55
171,55
70,55
155,55
155,55
113,34
110,38
116,38
140,76
51,34
65,34
143,34
167,34
155,55
101,38
166,26
143,28
111,55
111,55
140,38
140,38
142,38
209,38
182,38
100,38
85,38
155,55
155,55
113,34
102,34
121,38
121,38
140,76
140,76
166,76
179,76
264,76
264,76
365,76
365,76
305,38
100,36
100,36
150,36
176,34
140,76
47,34
76,36
125,55
110,55
155,55
155,55
170,55
170,55
134,34
155,55
140,76
25,24
124,38
130,34
140,76
140,76
123,55
156,55
155,38
155,55
78,34
185,55
185,55
180,55
140,38
175,55
395,55
370,55
140,55
124,55
131.6,34
120,55
141,55
141,55
140,55
140,55
140,55
140,55
161.5,38
120,55
140,55
140,55
140,55
140,55
140,55
140,55
203,55
203,55
140,55
140,55
170,55
170,55
125,55
123,38
140,55
140,55
140,55
140,55
95,55
95,55
173,76
129,76
177.5,55
177.5,55
156,55
156,55
178,55
178,55
308,55
405,55
403,55
403,55
140,55
140,55
140,55
140,55
140,55
140,55
140,55
140,55
150,38
150,38
155,55
155,55
140,55
140,55
149,55
142,55
125,55
125,55
170.75,55
170.75,55
140,55
140,55
174.2,16
140,55
140,55
140,55
140,55
140,34
150,55
150,55
132,30
120,55
140,55
140,55
181,55
181,55
170,55
170,34
140,55
140,55
145,55
145,55
100,38
175,34
100,55
177.1,55
176.15,55
98,34
156,38
156,38
106,34
177,34
177,34
177,55
144,55
140,55
148.5,55
140.3,55
100,34
97,34
140,55
75,16
120,55
140,55
140,55
140,55
140,55
180,55
180,55
73,34
120,55
140,55
140,55
100,55
120,34
120,55
209,55
209,55
126,34
168,55
155,55
140,34
140,55
140,55
125,34
125,34
163,55
163,55
146,55
140,38
103.25,38
121,55
120.7,34
175,55
173,55
140,55
140,55
140,55
140,55
140,30
147,30
140,55
140,55
140,55
140,55
121,34
162,38
157,38
160,38
188,38
128,34
120.31,55
120.31,55
166,55
166,55
124,34
170,55
200,55
200,55
100,34
120,38
120,38
208,38
341,55
341,55
210,55
192,55
416,76
187,55
229,38
229,38
226,38
226,38
363,55
363,55
423,76
509,76
509,76
64,26
60,55
60,34
113.5,55
208,55
208,55
132,55
132.5,55
140,55
140,55
60,20
140,55
126,38
110,55
143,55
142,55
70,55
140,55
90,55
90,55
140,55
210,55
210,55
368,55
368,55
377,55
377,55
110,38
110,38
136,38
111,38
70,55
110,38
110,38
110,34
70,30
157,38
151,38
60,34
156,38
156,38
156,38
200,55
320,55
320,55
122,55
122,55
120,55
239,38
212,55
70,55
110,55
110,55
160,55
160,55
146.55,55
146.75,55
135,34
135,34
136,38
136,38
55,55
110,34
182,34
116,26
175,20
110,55
110,55
225,55
110,30
196,38
196,38
60,34
160,55
210,55
210,55
60,22
165,55
200,55
112,38
110,38
76,26
160,38
160,38
160,34
140,55
110,55
110,55
115,55
150,38
61,34
120,38
120,38
145.5,55
110,34
146,55
158,34
166,34
212.8,55
210.3,55
140,55
110,34
110,34
110,34
117,34
110,26
75,34
110,20
60,20
72,34
70.6,34
42,30
120,34
114,30
120,34
120,34
140,55
135,38
147,38
170,55
170,55
103,55
55,34
245,55
245,55
175,55
209,55
226,55
226,55
140,55
140,55
50,55
50,55
50,55
130,38
130,38
60,38
140,55
90,34
90,34
420,76
420,76
554.5,55
215,55
213,55
184.2,55
184.2,55
552.4,55
421,76
419,76
125,34
83.6,34
135,55
147.5,55
211,55
240.8,76
240.8,76
88,34
94,34
160,55
160,55
90,34
140,55
160,55
140,55
140,55
145,38
145,38
139.9,34
166.4,55
110,55
140,55
140,55
50,55
50,55
50,38
129,55
139,55
90,55
102,34
102,34
110,55
91,34
50,55
75,34
151,34
150,34
50,55
140,55
90,34
160,55
165,55
50,55
211,55
211,76
211,76
108.5,38
108.5,38
103.25,55
50,55
50,55
110.85,55
114.3,38
117.7,38
160,55
160,55
190,55
110,38
110,38
140.65,55
140.5,55
140.5,55
107,24
107,26
140,55
140,55
50,55
170,55
170,55
115,55
110,55
110,55
320,55
320,55
320,55
320,55
340,55
50,55
50,55
50,55
170,55
170,55
170,55
140,55
140,55
150,38
140,38
140,55
140,55
140,55
164,55
164,55
395,55
395,55
355,55
355,55
70,38
160,55
160,55
110,55
177,38
178,38
140,55
435,36
435,36
200,34
200,55
110,38
110,38
145,38
110,55
110,55
160,30
156,30
140,38
140,38
140,38
123,38
140,38
162,55
164,55
140,30
140,38
160,55
160,55
161,55
160,55
110,28
110,55
110,55
140,24
140,24
160,55
160,55
160,55
160,55
110,55
60,55
140,55
140,38
140,38
102,24
120,55
100,32
173,55
171,55
171,55
114,34
170,34
175,34
175,34
143,34
144,34
143,38
143,38
172,38
170,38
170,38
140,34
140,38
172,55
172,55
146,76
148,76
129,76
129,76
187,76
187,76
171,55
171,55
148,34
172,34
194,34
121,34
90,34
90,34
142,34
148,34
140.5,38
140,38
90,34
139,55
160.5,34
160.5,34
233.5,55
233.5,55
227,55
227,55
130,34
130,34
120,38
140,34
160,34
201.3,34
140,34
140,34
226,55
191,38
191,38
140,34
140,34
90,34
132,34
170,34
140,34
140,34
140,34
140,38
170.5,34
140,34
147,34
145.5,34
141.5,55
140,55
140,34
210,55
170,55
140,34
140,34
141,34
149,34
140,34
140,34
140,34
143,34
140,34
140,34
140,34
140,34
215,34
202,34
137.5,34
138,34
170,38
170,34
170,55
347,38
223.5,38
170.5,38
157.5,38
109,55
300,55
166,55
166,34
209,34
155,38
155,38
155,38
155,38
155,38
108,38
128,38
128,38
134,38
30,55
145,38
110,34
120,55
140,55
140,55
106,38
110,16
33,34
30,34
52,34
150,55
150,55
140,55
140,55
150,55
226,55
221,55
393,76
389,76
375,76
360,76
350,76
350,76
371,76
371,76
191,76
191,76
152,55
140,55
140,55
236,55
236,55
140,55
160,55
140,55
127,34
151,34
131,34
30,55
152,34
152,34
47,34
155,38
120,38
117,34
106,34
150,34
170,38
170,38
90,55
120,55
60,55
119,38
143,34
260,55
261,55
140,55
195,34
194,34
194,34
195.8,34
194.8,34
140,55
120,76
120,76
155,55
120,55
120,55
116,55
116,55
140,55
140,55
140,34
140,34
53,34
30,55
140,55
140,55
155,38
155,38
85,34
110,55
141,22
140,38
120,55
155,38
155,38
140,55
140,55
140,55
140,55
140,76
140,76
170,55
170,55
147,34
143,34
120,55
120,55
145,55
145,55
140,55
140,55
140,55
140,55
156,34
163,28
155,24
172,55
172,55
140,55
140,55
140,55
140,55
140,55
100,55
100,55
210,55
230,55
210,55
166,34
170,30
225,28
149,26
215,22
175,38
146,32
155,55
155,55
178,32
178,24
178,26
178,38
120,26
120,34
179,38
184.5,38
145,55
145,55
92.5,28
107,34
405,55
405,55
184,55
105,26
170,55
170,55
170,55
170,55
140,55
140,55
132,30
204,38
140,55
140,38
140,34
192,38
192,38
192,38
145,38
145,28
180.5,38
250.5,38
97,24
134,34
162,34
118,20
98,20
109,26
148,20
149,20
180,38
220,38
152,38
158,38
170,34
127,38
127,38
140,55
140,55
154,34
123,34
112,26
140,55
140,55
140,55
140,55
145,55
147,55
140,55
140,55
196,76
196,76
388,76
385,76
173,55
400,76
400,76
445,76
445,76
445,76
445,76
297,76
287,76
366,76
364,76
151,76
211,76
301,76
215,76
215,76
215,55
215,55
140,55
140,55
129,30
129,30
143,55
140,55
140,55
140,55
300,55
300,55
405,55
405,55
151.4,34
150,34
146.4,55
146.4,55
140,55
140,55
140,55
140,55
140,55
140,55
140,55
160,55
160,55
140,55
140,34
152,34
120,55
148.5,12
147,28
140,55
140,55
140,55
140,55
120,55
120,55
140,55
140,55
140,55
140,55
178.3,55
172,55
120,55
140,55
140,55
145,55
145,55
121,55
170,55
170,55
132,34
162,34
141,55
145,55
140,55
140,55
140,55
140,55
170,55
144,38
158,30
133,26
140,55
140,55
140,55
140,55
172,34
172,34
135,32
112,32
148.7,38
140,55
141,76
141,76
140,55
140,55
151,55
140,55
140,55
140,30
147,30
132,30
140,55
140,55
170,55
170,55
170,55
164.5,30
170,55
156,38
145,55
150,26
154,24
154,34
175,38
140,55
142,26
120,55
300,55
305,55
140,30
140,30
120,55
150,26
129.4,36
99,32
160,38
177,34
156,55
156,55
155,55
171,30
146,30
157,38
229,28
223,28
141,55
166,55
140,55
140,55
183,26
184,34
182,34
156,24
150,28
135,36
133,16
182.5,30
182.5,38
157,20
146,38
146,38
142,34
215,55
212,55
142,55
140,34
140,38
156,55
156,55
213,55
213,38
130,55
117.5,55
146,55
149,55
120,55
150,38
150,38
90,34
212,55
212,55
212,55
175,38
155.6,38
163.45,38
163.45,38
163,38
163,38
83.45,38
83,34
86,34
211,55
211,55
211,55
155,55
155,55
100,38
100,38
156,55
156,55
133.5,34
139,34
214,55
362,76
347,76
347,76
312,76
300,76
418,76
401,76
150,76
140,55
138,55
138,55
142,55
142,55
164.5,55
164.5,55
167,55
167,55
167,55
167,55
199,55
204,55
101,55
101,55
201,55
201,55
206,38
202,55
184,26
184,32
141,38
144,55
156,55
159,55
153,55
153,55
153,38
155,38
212.65,38
155,55
155,55
207,38
195,38
198,38
207,38
160,38
159,55
104,34
105,34
88,55
156,55
223,55
223,55
203,55
203,55
120,55
167,55
127.5,55
145,34
140,34
139,55
139,55
140,38
100,38
151,38
155,38
140,38
200,38
200,38
171.5,55
141,55
141,55
126,55
139,55
139,55
126,55
140,55
140,55
121,34
110,38
171,32
140,55
140,55
60,55
142,30
158,34
137,32
110,32
110,38
144,55
155,22
158,24
158,28
111,38
111,38
140,76
141,76
60,55
60,55
54,28
80,26
181,38
94,38
141,76
140,76
100,32
146,38
143,32
111,38
109,38
86,28
126,34
140,38
94,18
112,38
140,76
93,24
60,55
170.5,55
140,55
60.2,55
110,38
110,36
170,55
170,55
170,55
141,76
140,36
116,38
90,38
77,22
95,28
95,26
60,55
239,20
239,20
306,55
306,55
200,55
180,55
140,34
150,38
94,30
112,38
135,38
113,38
155,55
146,55
143.7,55
212.5,55
156.8,55
100,30
93,36
110,36
90,28
90,28
163.5,34
137,32
109,34
146,55
146,55
146,55
85,28
80,26
151,38
127,28
60,24
90,24
90,24
118,55
60,22
111,38
136,36
122,38
146.5,32
116,55
105,30
84,38
140,38
140,38
111,38
110,34
140,26
140,38
90,55
140,30
161,55
161,55
148,34
148,34
162,38
160,38
155.75,38
150.8,38
162,38
140,38
273.3,38
171,30
154,26
154,26
182,30
182,30
140,20
140,24
140,24
140,55
140,55
160,55
160,55
430,34
116.5,34
140,34
430,34
368,76
346,76
210,34
210,34
118,34
93,32
140,34
140,30
103,30
113,14
150,32
144,32
140,55
140,55
136,34
140.6,38
160.5,38
149,34
140,32
60,55
140,34
140,38
77,30
60,34
60,34
60,34
115,38
111,38
140,55
140,55
140,55
110,55
110,55
60,55
110,55
198,34
198,34
60,55
60,55
50,55
95,26
110,26
170,30
165,55
165,55
243,38
193,38
60,38
60,55
370,55
370,55
120,55
120,55
120,55
297,55
277,55
230,34
230,34
232,34
205,34
215,34
140,55
140,55
110,55
110,55
110,55
110,55
120,30
120,30
120,30
60,55
60,55
60,55
60,55
95,26
95,26
60,16
60,34
60,26
60,26
60,26
60,55
60,55
60,55
110,55
110,55
60,55
100,55
120,38
70,30
60,55
120,30
120,30
140,55
140,55
100,55
140,38
168,38
109,38
110,55
140,55
110,34
110,34
60,55
130,34
120,34
112,34
60,55
60,55
190,34
140,55
140,55
65,55
145,55
145,55
170,38
170,38
170,38
140,55
140,55
302,76
302,76
377,76
377,76
222,76
222,76
60,55
60,55
60,55
110,55
210,30
210,30
251,30
251,30
60,55
60,55
60,55
160,55
160,55
60,55
60,55
110,55
110,55
110,38
110,38
60,55
60,55
110,38
110,38
110,55
110,55
200,30
95,38
121,38
130,16
110,55
140,34
140,34
56,28
100,38
100,38
140,76
140,76
140,76
140,76
101,38
101,38
136,36
155,76
140,76
140,76
140,76
140,76
104,34
101,38
100,38
116,38
116,38
100,38
140,76
140,76
100,38
110,38
110,38
100,38
60,55
101,38
101.6,38
178,55
178,55
178,55
178,55
140,76
140,76
101,76
300,76
300,76
300,76
300,76
186,55
186,55
100,38
100,76
400,76
290,26
360,26
233,34
233,34
138,76
170,28
58,26
30,28
160,55
150,55
140,76
140,76
50,55
30,55
100,55
104,34
92,34
155,55
155,55
140,55
140,55
90,55
76,34
60,38
60,38
60,55
55,30
60,26
60,26
140,55
146,38
146,38
145,38
145,38
146,38
146,38
145,38
145,38
90,55
90,55
90,55
140,20
145,22
60,24
60,55
60,30
90,55
90,55
155,55
155,55
140,38
140,38
182,76
182,55
53,38
170,55
170,55
140,55
140,55
60,30
60,34
60,34
60,55
373,76
371,76
371,76
155,55
155,55
67,38
60,28
90,55
38,34
60,55
60,10
60,10
123,34
123,34
60,34
90,55
101,34
64,38
64,38
87,26
87,28
174,55
174,55
323,76
323,76
60,38
109,38
109,38
150,76
150,76
148.5,76
149,76
90,38
90,38
90,38
90,38
50,38
75,38
80,38
145,38
145,38
92,30
100,30
100,30
140,55
140,55
50,38
67.3,30
101,30
101,30
100,38
100,38
100,38
220,55
220,55
220,55
170,38
170,38
120,55
120,55
115,55
115,55
120,38
62,38
50,38
110,55
110,55
55,38
55,38
80,30
103,30
65,30
115,55
115,55
110,55
105,55
50,38
92,30
87,30
55,38
55,38
115,55
115,55
117,55
100,55
170,55
170,55
165,55
165,55
128,30
140,30
120,55
120,55
120,38
115,55
115,55
115,55
115,55
120,30
120,30
110,38
112,30
86.5,30
110,55
256,38
253,38
262,76
262,76
202,55
202,55
110,30
120,55
100,30
175,55
305,76
305,76
270,55
270,55
76,30
130,55
115,55
68,30
110,55
110,55
55,38
55,38
55,38
100,38
100,38
130,55
120,55
141,76
100,30
100,55
100,55
85,30
80,30
80,30
50,38
65,30
65,30
130,30
133,30
110,30
184,55
184,55
185,55
185,55
120,55
136,76
303,55
303,55
306,55
306,55
165,38
180,38
157,38
170,38
117.5,30
117.5,30
70,30
42,30
110,30
90,30
149,38
150,38
100,38
210,55
218,55
177,38
191,38
122,38
123,38
120,38
120,38
201,55
210,55
210,55
211,55
249,38
239,38
121.5,38
121.5,38
150,55
160,38
150,38
150,38
164,38
198,76
209,76
150,55
148,38
150,38
151,38
156,30
201.5,30
134,28
156,38
121,55
120,55
121,55
160,38
153,38
80,55
150,55
150,55
150,55
150,55
150,55
151,55
151,55
150,55
150,55
150,55
150,55
150,55
151,38
151,38
153,38
128,38
128,38
185,30
196,30
211,55
211,55
150,55
150,55
150,55
150,55
145,38
140,38
150,55
150,55
183,38
228,38
211,38
211,38
217,55
162,38
159,38
115.5,55
221,76
203,76
246,76
180,76
180,76
80,55
80,55
80,55
120,38
120,38
150,55
378,55
378,55
404,55
404,55
216,38
216,38
185,55
185,55
175,38
220,76
220,76
119,55
303,36
204,36
95,28
167,38
285,38
70,38
285,38
129,38
80,55
150,55
238.5,38
238.5,38
238.5,38
152,55
150,55
150,55
150,55
80,55
80,55
80,55
80,55
150,55
227,38
193,20
110,55
250,38
271,38
271,38
191,38
154,28
142,28
383,34
363,34
363,34
180,24
180,24
80,55
80,55
80,55
80,55
80,55
80,55
80,55
217,38
215,38
155,55
210,55
210,55
210,55
225,38
236,38
460,76
406,76
406,76
355,38
355,38
300,76
300,76
215,38
200,55
135,32
203,38
200,38
170,32
183,38
233,32
249,38
293,38
250,38
156,38
156,38
140,38
143,38
135,55
135,55
229,38
352,38
352,38
128,55
138,38
138,38
201,38
230,38
150,55
80,55
80,55
242,38
266,38
266,38
201,38
395,38
395,38
217,55
217,55
276,38
311,38
199,38
215,38
251,38
252,38
297,38
351,38
351,38
107,28
110,55
150,55
103,38
150,55
160,38
361,38
361,38
361,38
361,38
140,55
110,55
207,30
207,30
331,30
400,30
278,38
270,38
288,38
205,38
227,38
227,38
150,55
193,38
208,38
154,38
155,38
377,36
198,36
350,36
350,36
107,38
120,38
152,38
108,28
174,38
102,38
80,55
80,55
80,55
110,55
110,55
260,36
316,36
316,36
71,36
137,32
218,38
213,38
213,38
150,55
190,38
190,38
175,38
109,20
109,20
104,26
346,28
346,28
150,55
408,76
406.5,76
427,76
427,76
403,76
403,76
125,55
170,55
170,55
105,38
103,38
243,38
211,38
102,38
100,38
221,76
221,76
226,38
228,38
80,55
80,55
299,38
295,38
102,20
220,28
320,76
320,76
318,76
318,76
80,55
80,55
80,55
80,55
200,38
250,38
220,38
110,55
110,55
193,38
190,38
234,38
234,38
80,55
300,38
351,38
351,38
160.7,38
197.2,38
210,28
210,28
210,55
210,55
276,38
163,38
235,38
235,38
311,38
349,38
349,38
110,55
110,55
80,55
80,55
320,76
320,76
322,76
322,76
110,55
110,55
80,55
80,55
87,24
326,36
358.1,36
218.3,36
62.4,36
77.4,36
80,55
80,55
177,38
150,55
150,55
80,55
80,55
140,55
80,55
112,28
127,55
111,55
120,55
125,55
120,55
120,55
125,55
120,22
300,38
299,38
120,32
91,28
91,38
382,36
151,36
338,36
338,36
80,55
46,26
120,20
116,38
180,20
179,22
252,76
252,76
140,30
141,38
112,30
130,38
147,38
325,38
174,38
120,38
120,38
151,38
120,38
127,24
141,30
150,38
150,38
121,55
121,55
137,32
168,14
168,38
132,55
120,55
190,38
294,38
294,38
120,55
177,38
137,55
187,32
203,30
118,55
189,32
171,55
171,55
133,38
133,38
120,55
120,55
120,55
110,38
265,36
362,36
359,36
203,38
203,38
120,55
120,55
130,30
193,38
291,38
127,26
177,38
183,32
191,32
120,24
120,26
120,26
113,38
80,38
85,38
204,32
185,55
185,55
206,30
208,24
208,24
288,38
79,38
375,38
195,38
160,55
160,55
216,32
216,32
201,38
201,38
152,18
267,76
112,38
137,55
245,30
145,30
120,38
120,38
205,38
180,38
249,38
175,38
169,22
169,38
152,30
217,55
217,55
207,38
140,30
272,38
322,76
324,76
80,55
80,55
121,55
121,55
162,18
181,18
110,55
105,36
110,55
81,55
81,55
275,76
341,76
341,76
190,55
190,55
80,38
80,38
358,76
254,76
254,76
225,76
225,76
327,76
80,55
80,55
170,55
216,55
216,55
167,22
174,20
465,38
283,55
283,55
120,38
120,38
120,38
115,76
119,28
168,34
165,38
120,38
182,26
204,24
120,55
120,55
238,38
257,38
196,38
110,55
437,38
110,38
125,38
324,55
324,55
436,55
436,55
127,38
185,55
185,55
160,55
160,55
126,38
80,55
80,55
110,55
180,32
80,38
50,36
121,30
415,38
112,55
423,38
293,38
56,38
188,38
246,22
246,22
127,22
127,55
194,38
192,38
130,55
120,55
168,38
223,38
223,38
157,20
120,38
156,30
247,36
137,24
213,22
80,55
80,55
105,38
103,38
165,38
165,38
114,38
145,76
145,76
140,76
140,76
140,76
140,76
150.5,76
151,76
144.8,76
142.8,76
142.8,76
289,38
289,38
140,76
140,76
140,55
140,55
140,76
140,76
321,76
340,76
408,76
402,76
450,76
320,76
320,76
322,76
320,76
145,76
145,76
140,76
175,76
165,76
140,76
140,76
283,76
210,76
147,76
140,76
140,76
147,76
140,76
140,76
152,76
160.5,76
140,76
140,76
140,76
164,76
181,76
141.5,76
140,76
140,76
140,76
140.9,76
140.8,76
140.8,76
284,38
140,76
140,76
140,76
140,55
140,55
140,76
141,76
141,76
140,76
148,76
141.5,76
140.5,76
140,76
140,76
145.5,38
152,38
140,76
140,76
140,76
140,76
140,76
140,76
155,76
155,76
140,76
150,76
150,76
228,76
228,76
228,76
228,76
228,76
140,76
140,76
140,55
140,76
243,76
318,76
318,76
140,76
140,76
140,76
140,76
140,76
140,76
140,76
145,34
140,28
120,55
120,55
140,55
170,55
170,55
246,55
190,55
190,55
140,55
140,55
141,55
145,55
120,55
120,55
160,55
140,55
120,55
120,55
220,55
220,55
120,55
120,55
176,34
120,55
120,55
120,55
120,55
120,55
120,55
131,24
168,24
145,26
145,12
128,28
143,24
140.6,55
140.7,55
126,32
140,32
140,55
140,55
217,36
263,36
263,36
278,36
278,36
284,36
284,36
168,38
168,38
120,55
120,55
177,32
155,32
140,76
323,38
220,38
200,34
327,32
451,32
331,32
331,32
187,38
353,76
353,76
119,32
271,32
250,32
212,38
196,38
196,38
140,76
140,76
140,76
140,76
224,32
230,32
120,55
120,55
217,38
216,38
141,55
140,55
120,55
140,55
140,55
140,55
120,55
120,55
235,76
314.9,76
166.6,76
410,36
140,76
253,38
243,38
160,22
125,20
210,32
210,32
120,55
120,55
144,28
142,34
185,32
218,32
219,38
202,38
120,55
120,55
120,55
120,55
138,38
138,38
430,76
430,76
432,76
432,76
179,32
143,32
201.5,38
200,38
140,55
140,55
120,55
120,55
120,55
120,55
15,55
15,55
120,55
120,55
182,20
113,22
108,32
141,32
216,32
80,55
80,55
80,55
80,55
140,76
140,76
140,76
140,76
140,76
80,55
80,55
239.8,55
403,76
403,76
406.8,76
406.5,76
120,55
120,55
120,55
120,55
211,38
211,38
140,55
210,76
210,76
210,76
220,32
224,32
225,32
123,55
124,55
124,55
123,55
123,55
80,55
83,55
80,55
80,55
160,55
160,55
271,76
413,76
413,76
411,76
411,76
132,38
80,55
62,38
140,76
140,76
140,76
140,76
272,55
271,55
80,55
157,38
161,38
211,38
211,38
120,55
120,55
170,38
171,55
164,32
165,32
176,38
164,38
164,38
215,38
216,38
287,32
316,32
316,32
155,38
250,38
121,55
151,55
151,55
210,76
210,76
253,38
253,38
210,76
217,76
210,76
210,76
210,76
140,76
140,55
103,32
81,55
171.5,55
141,55
121,38
315,76
315,76
184,38
147,38
140,55
140,76
264,38
262,38
140,76
140,76
475.9,76
475.9,76
458.5,76
458.5,76
478.5,76
408,76
468.1,76
465.8,76
307.5,76
461,76
406,76
512,76
376,38
370,38
121,76
167.9,76
198,38
199,38
261,55
322,76
322,76
323,76
217,76
210,76
210,76
182,30
149,32
150,32
149,32
85,55
80,55
100,38
160,55
160,55
115,55
115,55
80,55
80,55
96,38
160,55
160,55
115,55
115,55
339,32
385,32
385,32
402,32
280,32
210,55
210,55
131,32
80,55
80,55
80,55
80,55
80,55
215,30
144,30
80,55
80,55
200,38
210,38
210,38
151,32
153,32
321,36
400,36
400,36
393,36
393,36
172,36
172,36
81,55
81,55
192,76
140,76
318,36
398,36
398,36
385,36
385,36
125,36
233,36
140,76
102,38
80,55
80,55
90,38
140,55
140,55
120,55
120,55
120,55
120,55
140,76
143,76
80,55
80,55
300,38
300,38
301,38
218,38
240,38
80,55
80,55
175,38
176,38
176,38
107,38
70,76
120,55
115.5,55
70,76
100,55
286.7,38
282,38
282,38
70,76
209,76
211,76
211,76
336,76
336,76
336,76
214,24
204,55
204,55
263,38
302,38
100,76
215,76
215,76
215,76
429,76
456,76
456,76
435,76
435,76
472,76
472,76
453,76
453,76
360.5,24
360,30
360,30
317,38
317,38
210,76
211,76
280,76
280,76
220,38
303.5,38
303.5,38
281,76
282,76
300,38
280,38
280,38
282.2,76
282.5,76
240,38
240,38
240,38
214.6,76
211.2,76
324,76
324,76
324,76
324,38
324,38
100,55
70,76
70,76
253.25,76
253.25,76
145,76
252,38
252,38
101,55
100,55
116,55
337,38
385,38
385,38
70,76
70,76
377,32
383,32
383,32
245,38
110.5,55
95,55
210,76
210,76
100,55
295,76
275,76
297,76
297,76
245,34
208,96
208,96
370,96
380,38
380,38
358,76
357,76
218,96
210,96
259,76
259,76
405,32
405,32
210,96
210,96
394,76
394,76
418,32
418,32
137,76
357,76
357,96
357,96
357,76
105,30
140,96
88,38
212,76
212,76
212,96
212,96
225,96
225,96
210,55
210,55
210,76
210,96
210,96
140,96
390,38
324,38
414,38
414,38
213,76
303,76
296,38
296,38
210,76
210,76
300,76
300,76
301,76
301,76
210,76
210,76
250,96
210,96
210,96
210,96
210,96
210,96
210,96
210,96
210,96
215,76
214,76
215,96
215,96
249,76
222,96
222,96
210,76
210,96
210,96
210,76
137,76
137,55
211,76
211,76
210,96
210,96
140,96
140,96
205,76
210,96
216,76
159,38
217,96
217,76
80,76
211,76
211,76
211,76
229,76
305,76
221,76
370,76
445,76
212,96
210,96
214,76
210,76
210,76
392,76
304,76
304,76
465,76
465,76
140,96
140,96
140,96
140,96
140,96
210,96
210,96
222,96
216,96
216,96
210,76
210,76
210,76
210,76
211,96
211,76
210,76
210,76
210,96
210,96
210,96
210,96
300,76
300,76
301,76
301,76
107,32
89,30
324,38
430,38
360,38
217,76
217,76
311,76
210,76
99,38
140,96
213,96
213,96
140,96
140,96
210,76
210,76
210,76
210,76
344,96
210,96
349,30
349,30
208,32
208,32
210,76
210,76
140,96
216,76
216,76
80,38
79,32
211,96
211,96
251,96
251,96
418,76
418,76
406,76
406,76
428,76
428,76
475,76
475,76
438,76
438,76
282,76
282,76
449,76
449,76
437,76
437,76
210,96
210,96
210,96
210,96
210,96
210,96
210,96
210,96
210,96
222,96
222,96
205,96
203.1,96
210,96
210,96
211,96
211,96
253,76
361,96
361,96
340,76
275,55
298,55
298,55
291,55
210,76
220,76
220,76
115,76
96.2,32
280,76
210,76
210,76
218,96
218,96
220,96
210,96
255,76
255,55
228,76
228,96
211,96
210,96
235,96
235,96
212,76
212,76
80,38
80,38
229,76
221,76
221,76
291,76
212,96
211,96
211,96
211,96
104,32
317,96
380,96
357,96
296,76
296,76
212,76
212,76
260,76
262,76
454,76
341,76
341,76
215,96
210,96
215,76
220,76
301,76
305,96
305,96
210,76
210,76
374,26
369,38
229,38
236,26
236,26
140,38
121,24
190,55
190,55
140,38
186,24
218,24
100,22
216,55
216,55
166,55
170,55
170,55
180,38
160,38
143,28
110,55
143,38
265,38
265,38
211,34
211,24
309,34
371,38
409,76
409,76
190,76
190,76
190,76
175,24
172,38
204,38
120,55
120,55
246,38
243,76
243,76
279,55
225,26
112,26
154,38
165,55
185,55
206,38
164,38
140,34
165,76
164,76
164,76
96,38
165,76
165,76
245,26
380,38
380,34
208,26
236,26
127,24
120,55
120,55
222,38
241,38
155,24
130,24
148,24
140,24
257,38
251,38
251,38
406,38
410,34
338,38
295,38
100,38
162,28
210,28
210,28
124,38
102,20
110,22
117,30
120,55
120,55
120,55
120,55
134,28
156,28
165,28
120,38
120,38
120,55
130,24
120,26
120,55
120,55
190,76
190,76
120,55
120.7,55
149,38
137,38
97,55
136,55
190,55
190,55
205,55
110,55
190,55
190,55
282,76
265,76
264,34
265,34
120,55
120,55
138.5,24
164,76
164,76
120,55
120,55
135,38
120,55
134,55
186,24
164,76
117,38
165,38
307,38
307,38
94,24
